year,material,region,recycling_rate,remanufacturing_rate,disposal_rate
1918,zinc,China,0.1728430848883395,0.02,0.8071569151116604
1918,zinc,EU27,0.1412904993761647,0.02,0.8387095006238353
1918,zinc,RoW,0.1204480088835361,0.02,0.8595519911164639
1919,nickel,China,0.1838785295679969,0.02,0.7961214704320031
1919,nickel,EU27,0.1746334335281254,0.02,0.8053665664718745
1919,nickel,RoW,0.1402772199911547,0.02,0.8397227800088453
1919,tin,China,0.1121933590455889,0.02,0.8678066409544111
1919,tin,EU27,0.1302468374472442,0.02,0.8497531625527558
1919,tin,RoW,0.1316444342194947,0.02,0.8483555657805053
1919,zinc,China,0.1794077242349127,0.02,0.8005922757650873
1919,zinc,EU27,0.1466567607576999,0.02,0.8333432392423
1919,zinc,RoW,0.1250226653636843,0.02,0.8549773346363156
1920,nickel,China,0.1907706967628547,0.02,0.7892293032371452
1920,nickel,EU27,0.1811790744167909,0.02,0.798820925583209
1920,nickel,RoW,0.1455351152771369,0.02,0.8344648847228631
1920,tin,China,0.1163986101453862,0.02,0.8636013898546138
1920,tin,EU27,0.1351287721809888,0.02,0.8448712278190111
1920,tin,RoW,0.1365787539198147,0.02,0.8434212460801853
1920,zinc,China,0.1861323159225938,0.02,0.7938676840774062
1920,zinc,EU27,0.1521537751061019,0.02,0.827846224893898
1920,zinc,RoW,0.1297087867659911,0.02,0.8502912132340089
1921,nickel,China,0.1978239407457032,0.02,0.7821760592542968
1921,nickel,EU27,0.1878776934297351,0.02,0.7921223065702648
1921,nickel,RoW,0.1509158927945438,0.02,0.8290841072054562
1921,tin,China,0.1207021421372016,0.02,0.8592978578627983
1921,tin,EU27,0.1401248025749022,0.02,0.8398751974250978
1921,tin,RoW,0.1416283935689657,0.02,0.8383716064310343
1921,zinc,China,0.1930140679923399,0.02,0.7869859320076601
1921,zinc,EU27,0.1577792601357492,0.02,0.8222207398642508
1921,zinc,RoW,0.1345044274765613,0.02,0.8454955725234387
1922,nickel,China,0.2050348529541525,0.02,0.7749651470458475
1922,nickel,EU27,0.1947260533812198,0.02,0.7852739466187801
1922,nickel,RoW,0.1564169522199047,0.02,0.8235830477800953
1922,tin,China,0.1251018752890245,0.02,0.8548981247109755
1922,tin,EU27,0.1452325142390469,0.02,0.834767485760953
1922,tin,RoW,0.1467909128697127,0.02,0.8332090871302873
1922,zinc,China,0.2000496547572277,0.02,0.7799503452427723
1922,zinc,EU27,0.1635304972654122,0.02,0.8164695027345877
1922,zinc,RoW,0.1394072699461085,0.02,0.8405927300538915
1923,nickel,China,0.2123994681553573,0.02,0.7676005318446427
1923,nickel,EU27,0.2017203884034837,0.02,0.7782796115965163
1923,nickel,RoW,0.1620352685570907,0.02,0.8179647314429093
1923,tin,China,0.1295953902167466,0.02,0.8504046097832534
1923,tin,EU27,0.1504490984766216,0.02,0.8295509015233784
1923,tin,RoW,0.1520634729868979,0.02,0.827936527013102
1923,zinc,China,0.2072352073947117,0.02,0.7727647926052883
1923,zinc,EU27,0.1694043239279004,0.02,0.8105956760720996
1923,zinc,RoW,0.1444146181340439,0.02,0.8355853818659561
1924,nickel,China,0.2199132582414076,0.02,0.7600867417585924
1924,nickel,EU27,0.2088563980540902,0.02,0.7711436019459098
1924,nickel,RoW,0.1677673874039431,0.02,0.8122326125960568
1924,tin,China,0.1341799240984236,0.02,0.8458200759015764
1924,tin,EU27,0.1557713478890448,0.02,0.8242286521109552
1924,tin,RoW,0.1574428321053661,0.02,0.8225571678946338
1924,zinc,China,0.2145663078928731,0.02,0.7654336921071269
1924,zinc,EU27,0.1753971286214247,0.02,0.8046028713785752
1924,zinc,RoW,0.1495233932898396,0.02,0.8304766067101603
1925,nickel,China,0.2275711297386039,0.02,0.752428870261396
1925,nickel,EU27,0.2161292449504324,0.02,0.7638707550495676
1925,nickel,RoW,0.1736094230521506,0.02,0.8063905769478493
1925,tin,China,0.1388523691545617,0.02,0.8411476308454383
1925,tin,EU27,0.1611956546116977,0.02,0.8188043453883023
1925,tin,RoW,0.162925343646776,0.02,0.817074656353224
1925,zinc,China,0.2220379866202546,0.02,0.7579620133797453
1925,zinc,EU27,0.1815048489230614,0.02,0.7984951510769386
1925,zinc,RoW,0.1547301322595356,0.02,0.8252698677404644
1926,nickel,China,0.2353674252759647,0.02,0.7446325747240353
1926,nickel,EU27,0.2235335561644061,0.02,0.7564664438355939
1926,nickel,RoW,0.179557059607543,0.02,0.800442940392457
1926,tin,China,0.143609273544126,0.02,0.836390726455874
1926,tin,EU27,0.1667180113541133,0.02,0.8132819886458866
1926,tin,RoW,0.1685069573209504,0.02,0.8114930426790495
1926,zinc,China,0.2296447237586624,0.02,0.7503552762413376
1926,zinc,EU27,0.187722972659994,0.02,0.7922770273400059
1926,zinc,RoW,0.1600309884842064,0.02,0.8199690115157936
1927,nickel,China,0.243295929220689,0.02,0.736704070779311
1927,nickel,EU27,0.2310634285745314,0.02,0.7489365714254685
1927,nickel,RoW,0.1856055552892726,0.02,0.7943944447107274
1927,tin,China,0.1484468448030145,0.02,0.8315531551969855
1927,tin,EU27,0.1723340153917487,0.02,0.8076659846082512
1927,tin,RoW,0.1741832231604827,0.02,0.8058167768395172
1927,zinc,China,0.237380454801609,0.02,0.742619545198391
1927,zinc,EU27,0.1940465424042144,0.02,0.7859534575957856
1927,zinc,RoW,0.165421735831625,0.02,0.814578264168375
1928,nickel,China,0.2513498776442859,0.02,0.728650122355714
1928,nickel,EU27,0.2387124383310026,0.02,0.7412875616689973
1928,nickel,RoW,0.1917497500327734,0.02,0.7882502499672266
1928,tin,China,0.153360955924885,0.02,0.826639044075115
1928,tin,EU27,0.1780388756253022,0.02,0.8019611243746978
1928,tin,RoW,0.1799492986558024,0.02,0.8000507013441975
1928,zinc,China,0.2452385802781267,0.02,0.7347614197218733
1928,zinc,EU27,0.2004701634212486,0.02,0.7795298365787514
1928,zinc,RoW,0.1708977753724318,0.02,0.8091022246275682
1929,nickel,China,0.2595219727331542,0.02,0.7204780272668457
1929,nickel,EU27,0.2464736545417275,0.02,0.7335263454582724
1929,nickel,RoW,0.1979840764833005,0.02,0.7820159235166995
1929,tin,China,0.15834715415376,0.02,0.82165284584624
1929,tin,EU27,0.1838274227881705,0.02,0.7961725772118294
1929,tin,RoW,0.1857999590721624,0.02,0.7942000409278376
1929,zinc,China,0.2532119798129701,0.02,0.7267880201870298
1929,zinc,EU27,0.2069880151636627,0.02,0.7730119848363373
1929,zinc,RoW,0.1764541451781734,0.02,0.8035458548218266
1930,nickel,China,0.2678044017022207,0.02,0.7121955982977792
1930,nickel,EU27,0.254339657235022,0.02,0.7256603427649779
1930,nickel,RoW,0.2043025744247647,0.02,0.7756974255752352
1930,tin,China,0.1634006725241711,0.02,0.8165993274758289
1930,tin,EU27,0.1896941228435647,0.02,0.7903058771564353
1930,tin,RoW,0.1917296109905107,0.02,0.7882703890094893
1930,zinc,China,0.2612930305803902,0.02,0.7187069694196098
1930,zinc,EU27,0.2135938663560928,0.02,0.7664061336439072
1930,zinc,RoW,0.1820855331810623,0.02,0.7979144668189376
1931,nickel,China,0.2761888602107047,0.02,0.7038111397892952
1931,nickel,EU27,0.2623025595980692,0.02,0.7176974404019307
1931,nickel,RoW,0.2106989086431454,0.02,0.7693010913568545
1931,tin,China,0.1685164441482712,0.02,0.8114835558517288
1931,tin,EU27,0.1956330935706165,0.02,0.7843669064293834
1931,tin,RoW,0.1977323090715719,0.02,0.7822676909284281
1931,zinc,China,0.2694736301505696,0.02,0.7105263698494304
1931,zinc,EU27,0.2202810936710516,0.02,0.7597189063289483
1931,zinc,RoW,0.1877862930948197,0.02,0.7922137069051802
1932,nickel,China,0.2846665802161947,0.02,0.6953334197838053
1932,nickel,EU27,0.2703540344305418,0.02,0.7096459655694581
1932,nickel,RoW,0.2171663901758045,0.02,0.7628336098241955
1932,tin,China,0.1736891192109797,0.02,0.8063108807890202
1932,tin,EU27,0.2016381242942822,0.02,0.7783618757057178
1932,tin,RoW,0.2038017759974607,0.02,0.7761982240025392
1932,zinc,China,0.2777452236664579,0.02,0.702254776333542
1932,zinc,EU27,0.2270427039446217,0.02,0.7529572960553783
1932,zinc,RoW,0.1935504633532155,0.02,0.7864495366467845
1933,nickel,China,0.2932283621382505,0.02,0.6867716378617494
1933,nickel,EU27,0.2784853446910731,0.02,0.7015146553089269
1933,nickel,RoW,0.2236980008484493,0.02,0.7563019991515507
1933,tin,China,0.1789130845945839,0.02,0.8010869154054161
1933,tin,EU27,0.207702698667814,0.02,0.772297301332186
1933,tin,RoW,0.2099314254986166,0.02,0.7700685745013833
1933,zinc,China,0.286098835225352,0.02,0.6939011647746479
1933,zinc,EU27,0.2338713598293112,0.02,0.7461286401706888
1933,zinc,RoW,0.1993717889787404,0.02,0.7806282110212596
1934,nickel,China,0.3018646111370038,0.02,0.6781353888629962
1934,nickel,EU27,0.2866873779518318,0.02,0.6933126220481681
1934,nickel,RoW,0.2302864209513439,0.02,0.7497135790486561
1934,tin,China,0.1841824860141005,0.02,0.7958175139858995
1934,tin,EU27,0.2138200203700118,0.02,0.7661799796299882
1934,tin,RoW,0.2161143883267978,0.02,0.7638856116732021
1934,zinc,China,0.2945251032754203,0.02,0.6854748967245796
1934,zinc,EU27,0.2407594087289284,0.02,0.7392405912710716
1934,zinc,RoW,0.2052437462491476,0.02,0.7747562537508523
1935,nickel,China,0.3105653772471878,0.02,0.6694346227528122
1935,nickel,EU27,0.2949506845146826,0.02,0.6850493154853173
1935,nickel,RoW,0.2369240598567525,0.02,0.7430759401432475
1935,tin,China,0.1894912525050277,0.02,0.7905087474949722
1935,tin,EU27,0.2199830415333965,0.02,0.7600169584666034
1935,tin,RoW,0.2223435409882986,0.02,0.7576564590117014
1935,zinc,China,0.3030143197739193,0.02,0.6769856802260806
1935,zinc,EU27,0.2476989148084465,0.02,0.7323010851915535
1935,zinc,RoW,0.2111595699853764,0.02,0.7688404300146235
1936,nickel,China,0.3193203990451911,0.02,0.6606796009548088
1936,nickel,EU27,0.303265518882735,0.02,0.676734481117265
1936,nickel,RoW,0.2436030893316522,0.02,0.7363969106683478
1936,tin,China,0.1948331230667679,0.02,0.7851668769332321
1936,tin,EU27,0.2261844936749309,0.02,0.7538155063250691
1936,tin,RoW,0.2286115370065683,0.02,0.7513884629934316
1936,zinc,China,0.3115564727925294,0.02,0.6684435272074706
1936,zinc,EU27,0.2546816938217158,0.02,0.7253183061782842
1936,zinc,RoW,0.2171122832416502,0.02,0.7628877167583498
1937,nickel,China,0.3281191504676102,0.02,0.6518808495323898
1937,nickel,EU27,0.3116218842249394,0.02,0.6683781157750606
1937,nickel,RoW,0.2503154792546624,0.02,0.7296845207453375
1937,tin,China,0.2002016752289348,0.02,0.7797983247710651
1937,tin,EU27,0.232416920859045,0.02,0.747583079140955
1937,tin,RoW,0.2349108404410891,0.02,0.7450891595589109
1937,zinc,China,0.3201412921975658,0.02,0.6598587078024342
1937,zinc,EU27,0.2616993504527309,0.02,0.718300649547269
1937,zinc,RoW,0.2230947291383396,0.02,0.7569052708616604
1938,nickel,China,0.3369508903458564,0.02,0.6430491096541435
1938,nickel,EU27,0.3200095794201801,0.02,0.6599904205798198
1938,nickel,RoW,0.2570530354049973,0.02,0.7229469645950026
1938,tin,China,0.2055903552748611,0.02,0.7744096447251388
1938,tin,EU27,0.2386727147845283,0.02,0.7413272852154716
1938,tin,RoW,0.2412337613507626,0.02,0.7387662386492374
1938,zinc,China,0.3287582979802065,0.02,0.6512417020197935
1938,zinc,EU27,0.2687433178231533,0.02,0.7112566821768467
1938,zinc,RoW,0.2290996045415268,0.02,0.7509003954584732
1939,nickel,China,0.3458047141740463,0.02,0.6341952858259536
1939,nickel,EU27,0.3284182482223643,0.02,0.6515817517776357
1939,nickel,RoW,0.2638074389551446,0.02,0.7161925610448554
1939,tin,China,0.2109925098277403,0.02,0.7690074901722597
1939,tin,EU27,0.2449441514533229,0.02,0.735055848546677
1939,tin,RoW,0.2475724928561725,0.02,0.7324275071438274
1939,zinc,China,0.3373968507657017,0.02,0.6426031492342983
1939,zinc,EU27,0.2758048987810404,0.02,0.7041951012189596
1939,zinc,RoW,0.2351194952610218,0.02,0.7448805047389782
1940,nickel,China,0.3546696075878968,0.02,0.6253303924121032
1940,nickel,EU27,0.3368374300504912,0.02,0.6431625699495087
1940,nickel,RoW,0.2705702872688351,0.02,0.7094297127311648
1940,tin,China,0.216401418480739,0.02,0.763598581519261
1940,tin,EU27,0.2512234290512763,0.02,0.7287765709487236
1940,tin,RoW,0.2539191494268132,0.02,0.7260808505731867
1940,zinc,China,0.3460462039919894,0.02,0.6339537960080106
1940,zinc,EU27,0.2828753085542317,0.02,0.6971246914457683
1940,zinc,RoW,0.2411469124117269,0.02,0.7388530875882731
1941,nickel,China,0.3635345010017473,0.02,0.6164654989982526
1941,nickel,EU27,0.3452566118786182,0.02,0.6347433881213818
1941,nickel,RoW,0.2773331355825259,0.02,0.7026668644174741
1941,tin,China,0.2218103271337377,0.02,0.7581896728662623
1941,tin,EU27,0.2575027066492297,0.02,0.7224972933507703
1941,tin,RoW,0.2602658059974538,0.02,0.7197341940025461
1941,zinc,China,0.3546955572182769,0.02,0.625304442781723
1941,zinc,EU27,0.2899457183274228,0.02,0.6900542816725772
1941,zinc,RoW,0.2471743295624319,0.02,0.7328256704375681
1942,nickel,China,0.3723883248299371,0.02,0.6076116751700629
1942,nickel,EU27,0.3536652806808024,0.02,0.6263347193191976
1942,nickel,RoW,0.2840875391326729,0.02,0.695912460867327
1942,tin,China,0.2272124816866169,0.02,0.7527875183133831
1942,tin,EU27,0.2637741433180244,0.02,0.7162258566819756
1942,tin,RoW,0.2666045375028639,0.02,0.713395462497136
1942,zinc,China,0.3633341100037721,0.02,0.6166658899962278
1942,zinc,EU27,0.2970072992853099,0.02,0.6829927007146901
1942,zinc,RoW,0.253194220281927,0.02,0.7268057797180729
1943,nickel,China,0.3812200647081835,0.02,0.5987799352918165
1943,nickel,EU27,0.3620529758760431,0.02,0.6179470241239569
1943,nickel,RoW,0.290825095283008,0.02,0.6891749047169919
1943,tin,China,0.2326011617325432,0.02,0.7473988382674568
1943,tin,EU27,0.2700299372435077,0.02,0.7099700627564922
1943,tin,RoW,0.2729274584125374,0.02,0.7070725415874626
1943,zinc,China,0.3719511157864128,0.02,0.6080488842135872
1943,zinc,EU27,0.3040512666557322,0.02,0.6759487333442677
1943,zinc,RoW,0.2591990956851142,0.02,0.7208009043148857
1944,nickel,China,0.3900188161306026,0.02,0.5899811838693974
1944,nickel,EU27,0.3704093412182476,0.02,0.6095906587817523
1944,nickel,RoW,0.2975374852060182,0.02,0.6824625147939818
1944,tin,China,0.2379697138947101,0.02,0.7420302861052899
1944,tin,EU27,0.276262364427622,0.02,0.703737635572378
1944,tin,RoW,0.2792267618470583,0.02,0.7007732381529417
1944,zinc,China,0.3805359351914492,0.02,0.5994640648085507
1944,zinc,EU27,0.3110689232867476,0.02,0.6689310767132524
1944,zinc,RoW,0.2651815415818036,0.02,0.7148184584181964
1945,nickel,China,0.3987738379286059,0.02,0.5812261620713941
1945,nickel,EU27,0.3787241755862999,0.02,0.6012758244137001
1945,nickel,RoW,0.3042165146809179,0.02,0.6757834853190821
1945,tin,China,0.2433115844564503,0.02,0.7366884155435497
1945,tin,EU27,0.2824638165691562,0.02,0.6975361834308438
1945,tin,RoW,0.2854947578653279,0.02,0.694505242134672
1945,zinc,China,0.3890780882100593,0.02,0.5909219117899407
1945,zinc,EU27,0.3180517023000169,0.02,0.6619482976999831
1945,zinc,RoW,0.2711342548380773,0.02,0.7088657451619227
1946,nickel,China,0.4074746040387899,0.02,0.5725253959612101
1946,nickel,EU27,0.3869874821491507,0.02,0.5930125178508493
1946,nickel,RoW,0.3108541535863265,0.02,0.6691458464136735
1946,tin,China,0.2486203509473775,0.02,0.7313796490526224
1946,tin,EU27,0.2886268377325409,0.02,0.691373162267459
1946,tin,RoW,0.2917239105268286,0.02,0.6882760894731713
1946,zinc,China,0.3975673047085581,0.02,0.5824326952914418
1946,zinc,EU27,0.3249912083795349,0.02,0.6550087916204651
1946,zinc,RoW,0.2770500785743062,0.02,0.7029499214256938
1947,nickel,China,0.4161108530375431,0.02,0.5638891469624568
1947,nickel,EU27,0.3951895154099094,0.02,0.5848104845900906
1947,nickel,RoW,0.3174425736892212,0.02,0.6625574263107787
1947,tin,China,0.2538897523668941,0.02,0.7261102476331058
1947,tin,EU27,0.2947441594347388,0.02,0.6852558405652611
1947,tin,RoW,0.2979068733550098,0.02,0.6820931266449901
1947,zinc,China,0.4059935727586266,0.02,0.5740064272413734
1947,zinc,EU27,0.3318792572791522,0.02,0.6481207427208477
1947,zinc,RoW,0.2829220358447133,0.02,0.6970779641552867
1948,nickel,China,0.424672634959599,0.02,0.5553273650404009
1948,nickel,EU27,0.4033208256704407,0.02,0.5766791743295593
1948,nickel,RoW,0.3239741843618657,0.02,0.6560258156381342
1948,tin,China,0.2591137177504983,0.02,0.7208862822495017
1948,tin,EU27,0.3008087338082705,0.02,0.6791912661917294
1948,tin,RoW,0.3040365228561658,0.02,0.6759634771438342
1948,zinc,China,0.4143471843175206,0.02,0.5656528156824794
1948,zinc,EU27,0.3387079131638416,0.02,0.6412920868361583
1948,zinc,RoW,0.2887433614702384,0.02,0.6912566385297616
1949,nickel,China,0.433150354965089,0.02,0.546849645034911
1949,nickel,EU27,0.4113723005029133,0.02,0.5686276994970867
1949,nickel,RoW,0.3304416658945249,0.02,0.649558334105475
1949,tin,China,0.2642863928132071,0.02,0.7157136071867929
1949,tin,EU27,0.3068137645319362,0.02,0.6731862354680638
1949,tin,RoW,0.3101059897820546,0.02,0.6698940102179454
1949,zinc,China,0.4226187778334092,0.02,0.5573812221665908
1949,zinc,EU27,0.3454695234374116,0.02,0.6345304765625883
1949,zinc,RoW,0.2945075317286341,0.02,0.6854924682713659
1950,nickel,China,0.4415348134735729,0.02,0.538465186526427
1950,nickel,EU27,0.4193352028659605,0.02,0.5606647971340395
1950,nickel,RoW,0.3368380001129056,0.02,0.6431619998870943
1950,tin,China,0.269402164437307,0.02,0.710597835562693
1950,tin,EU27,0.312752735258988,0.02,0.6672472647410119
1950,tin,RoW,0.3161086878631158,0.02,0.6638913121368841
1950,zinc,China,0.4307993774035884,0.02,0.5492006225964116
1950,zinc,EU27,0.3521567507523706,0.02,0.6278432492476294
1950,zinc,RoW,0.3002082916423914,0.02,0.6797917083576086
1951,nickel,China,0.4498172424426394,0.02,0.5301827575573606
1951,nickel,EU27,0.4272012055592551,0.02,0.5527987944407449
1951,nickel,RoW,0.3431564980543699,0.02,0.6368435019456301
1951,tin,China,0.2744556828077181,0.02,0.7055443171922818
1951,tin,EU27,0.3186194353143822,0.02,0.6613805646856178
1951,tin,RoW,0.3220383397814641,0.02,0.6579616602185359
1951,zinc,China,0.4388804281710085,0.02,0.5411195718289915
1951,zinc,EU27,0.3587626019448006,0.02,0.6212373980551994
1951,zinc,RoW,0.3058396796452804,0.02,0.6741603203547195
1952,nickel,China,0.4579893375315076,0.02,0.5220106624684924
1952,nickel,EU27,0.4349624217699799,0.02,0.5450375782300201
1952,nickel,RoW,0.349390824504897,0.02,0.630609175495103
1952,tin,China,0.279441881036593,0.02,0.7005581189634069
1952,tin,EU27,0.3244079824772505,0.02,0.6555920175227494
1952,tin,RoW,0.3278890001978241,0.02,0.6521109998021759
1952,zinc,China,0.4468538277058518,0.02,0.5331461722941482
1952,zinc,EU27,0.3652804536872147,0.02,0.6147195463127852
1952,zinc,RoW,0.3113960494510219,0.02,0.668603950548978
1953,nickel,China,0.4660432859551047,0.02,0.5139567140448953
1953,nickel,EU27,0.4426114315264511,0.02,0.5373885684735489
1953,nickel,RoW,0.3555350192483978,0.02,0.6244649807516022
1953,tin,China,0.2843559921584635,0.02,0.6956440078415365
1953,tin,EU27,0.330112842710804,0.02,0.649887157289196
1953,tin,RoW,0.3336550756931438,0.02,0.6463449243068562
1953,zinc,China,0.4547119531823697,0.02,0.5252880468176303
1953,zinc,EU27,0.3717040747042489,0.02,0.608295925295751
1953,zinc,RoW,0.3168720889918287,0.02,0.6631279110081713
1954,nickel,China,0.473971789899829,0.02,0.506028210100171
1954,nickel,EU27,0.4501413039365765,0.02,0.5298586960634235
1954,nickel,RoW,0.3615835149301274,0.02,0.6184164850698726
1954,tin,China,0.2891935634173521,0.02,0.6908064365826478
1954,tin,EU27,0.3357288467484394,0.02,0.6442711532515606
1954,tin,RoW,0.3393313415326761,0.02,0.6406686584673239
1954,zinc,China,0.4624476842253162,0.02,0.5175523157746837
1954,zinc,EU27,0.3780276444484692,0.02,0.6019723555515307
1954,zinc,RoW,0.3222628363392473,0.02,0.6577371636607526
1955,nickel,China,0.4817680854371897,0.02,0.4982319145628102
1955,nickel,EU27,0.4575456151505501,0.02,0.5224543848494498
1955,nickel,RoW,0.3675311514855197,0.02,0.6124688485144802
1955,tin,China,0.2939504678069163,0.02,0.6860495321930836
1955,tin,EU27,0.341251203490855,0.02,0.638748796509145
1955,tin,RoW,0.3449129552068505,0.02,0.6350870447931495
1955,zinc,China,0.4700544213637239,0.02,0.5099455786362761
1955,zinc,EU27,0.3842457681854019,0.02,0.5957542318145981
1955,zinc,RoW,0.3275636925639181,0.02,0.6524363074360818
1956,nickel,China,0.489425956934386,0.02,0.4905740430656139
1956,nickel,EU27,0.4648184620468923,0.02,0.5151815379531076
1956,nickel,RoW,0.3733731871337272,0.02,0.6066268128662727
1956,tin,China,0.2986229128630544,0.02,0.6813770871369456
1956,tin,EU27,0.3466755102135079,0.02,0.633324489786492
1956,tin,RoW,0.3503954667482603,0.02,0.6296045332517397
1956,zinc,China,0.4775261000911055,0.02,0.5024738999088945
1956,zinc,EU27,0.3903534884870385,0.02,0.5896465115129614
1956,zinc,RoW,0.3327704315336142,0.02,0.6472295684663858
1957,nickel,China,0.4969397470204364,0.02,0.4830602529795635
1957,nickel,EU27,0.4719544716974988,0.02,0.5080455283025012
1957,nickel,RoW,0.3791053059805798,0.02,0.6008946940194202
1957,tin,China,0.3032074467447315,0.02,0.6767925532552684
1957,tin,EU27,0.3519977596259311,0.02,0.6280022403740688
1957,tin,RoW,0.3557748258667286,0.02,0.6242251741332714
1957,zinc,China,0.484857200589267,0.02,0.4951427994107329
1957,zinc,EU27,0.396346293180563,0.02,0.583653706819437
1957,zinc,RoW,0.3378792066894098,0.02,0.6421207933105901
1958,nickel,China,0.5043043622216411,0.02,0.4756956377783589
1958,nickel,EU27,0.4789488067197627,0.02,0.5010511932802373
1958,nickel,RoW,0.3847236223177657,0.02,0.5952763776822343
1958,tin,China,0.3077009616724535,0.02,0.6722990383275464
1958,tin,EU27,0.3572143438635058,0.02,0.6227856561364942
1958,tin,RoW,0.3610473859839138,0.02,0.6189526140160861
1958,zinc,China,0.4920427532267508,0.02,0.4879572467732491
1958,zinc,EU27,0.402220119843051,0.02,0.5777798801569489
1958,zinc,RoW,0.3428865548773452,0.02,0.6371134451226548
1959,nickel,China,0.5115152744300905,0.02,0.4684847255699095
1959,nickel,EU27,0.4857971666712474,0.02,0.4942028333287526
1959,nickel,RoW,0.3902246817431265,0.02,0.5897753182568735
1959,tin,China,0.3121006948242764,0.02,0.6678993051757236
1959,tin,EU27,0.3623220555276505,0.02,0.6176779444723495
1959,tin,RoW,0.3662099052846608,0.02,0.6137900947153392
1959,zinc,China,0.4990783399916387,0.02,0.4809216600083612
1959,zinc,EU27,0.4079713569727141,0.02,0.5720286430272858
1959,zinc,RoW,0.3477893973468924,0.02,0.6322106026531076
1960,nickel,China,0.5185685184129389,0.02,0.461431481587061
1960,nickel,EU27,0.4924957856841916,0.02,0.4875042143158083
1960,nickel,RoW,0.3956054592605336,0.02,0.5843945407394664
1960,tin,China,0.3164042268160919,0.02,0.663595773183908
1960,tin,EU27,0.3673180859215639,0.02,0.6126819140784361
1960,tin,RoW,0.3712595449338118,0.02,0.6087404550661881
1960,zinc,China,0.5059600920613848,0.02,0.4740399079386151
1960,zinc,EU27,0.4135968420023612,0.02,0.5664031579976387
1960,zinc,RoW,0.3525850380574626,0.02,0.6274149619425373
1961,nickel,China,0.5254606856077968,0.02,0.4545393143922032
1961,nickel,EU27,0.4990414265728571,0.02,0.4809585734271429
1961,nickel,RoW,0.4008633545465156,0.02,0.5791366454534843
1961,tin,China,0.3206094779158892,0.02,0.6593905220841108
1961,tin,EU27,0.3722000206553085,0.02,0.6077999793446914
1961,tin,RoW,0.3761938646341318,0.02,0.6038061353658681
1961,zinc,China,0.512684683749066,0.02,0.467315316250934
1961,zinc,EU27,0.4190938563507633,0.02,0.5609061436492366
1961,zinc,RoW,0.3572711594597695,0.02,0.6227288405402305
1962,nickel,China,0.5321889144805488,0.02,0.4478110855194511
1962,nickel,EU27,0.5054313716761393,0.02,0.4745686283238607
1962,nickel,RoW,0.4059961845944352,0.02,0.5740038154055648
1962,tin,China,0.3247147021605849,0.02,0.655285297839415
1962,tin,EU27,0.3769658328159563,0.02,0.6030341671840437
1962,tin,RoW,0.3810108157231667,0.02,0.5989891842768332
1962,zinc,China,0.5192493230956391,0.02,0.4607506769043609
1962,zinc,EU27,0.4244601177322986,0.02,0.5555398822677013
1962,zinc,RoW,0.3618458159399176,0.02,0.6181541840600824
1963,nickel,China,0.5387508777461298,0.02,0.4412491222538701
1963,nickel,EU27,0.5116634107208613,0.02,0.4683365892791387
1963,nickel,RoW,0.4110021739654748,0.02,0.5689978260345252
1963,tin,China,0.3287184795587888,0.02,0.6512815204412111
1963,tin,EU27,0.3816138739156697,0.02,0.5983861260843303
1963,tin,RoW,0.3857087320241945,0.02,0.5942912679758054
1963,zinc,China,0.5256517394014298,0.02,0.4543482605985701
1963,zinc,EU27,0.4296937699645744,0.02,0.5503062300354256
1963,zinc,RoW,0.3663074251305553,0.02,0.6136925748694446
1964,nickel,China,0.54514476677034,0.02,0.43485523322966
1964,nickel,EU27,0.5177358260078386,0.02,0.4622641739921613
1964,nickel,RoW,0.4158799428890971,0.02,0.5641200571109029
1964,tin,China,0.3326197065735805,0.02,0.6473802934264195
1964,tin,EU27,0.386142862843026,0.02,0.593857137156974
1964,tin,RoW,0.3902863186789927,0.02,0.5897136813210072
1964,zinc,China,0.531890168007201,0.02,0.4481098319927989
1964,zinc,EU27,0.4347933705277174,0.02,0.5452066294722826
1964,zinc,RoW,0.370654757305358,0.02,0.609345242694642
1965,nickel,China,0.5513692734819088,0.02,0.4286307265180912
1965,nickel,EU27,0.5236473752333732,0.02,0.4563526247666267
1965,nickel,RoW,0.4206284934641238,0.02,0.5593715065358762
1965,tin,China,0.3364175850861693,0.02,0.6435824149138306
1965,tin,EU27,0.390551873050774,0.02,0.589448126949226
1965,tin,RoW,0.3947426391981152,0.02,0.5852573608018847
1965,zinc,China,0.5379633326460043,0.02,0.4420366673539957
1965,zinc,EU27,0.4397578761379044,0.02,0.5402421238620956
1965,zinc,RoW,0.3748869230806815,0.02,0.6051130769193185
1966,nickel,China,0.5574235701290917,0.02,0.4225764298709082
1966,nickel,EU27,0.5293972722636537,0.02,0.4506027277363462
1966,nickel,RoW,0.4252471942154506,0.02,0.5547528057845493
1966,tin,China,0.3401116100443944,0.02,0.6398883899556056
1966,tin,EU27,0.3948403182168064,0.02,0.5851596817831936
1966,tin,RoW,0.3990771009680014,0.02,0.5809228990319986
1966,zinc,China,0.5438704256919734,0.02,0.4361295743080265
1966,zinc,EU27,0.4445866266017464,0.02,0.5354133733982536
1966,zinc,RoW,0.3790033596516695,0.02,0.6009966403483304
1967,nickel,China,0.5633072872145609,0.02,0.416692712785439
1967,nickel,EU27,0.5349851661790421,0.02,0.4450148338209578
1967,nickel,RoW,0.4297357632610219,0.02,0.5502642367389781
1967,tin,China,0.3437015559997138,0.02,0.6362984440002861
